id_control,fecha_control,dependencia,region,controles_realizados,anomalías_detectadas,personal_asistentes,legajo,dni,apellido,nombre,fecha_nacimiento,edad,jerarquia,fecha_ingreso,antiguedad_anios,estado_funcionario,telefono,observacion_funcionario,tipo_arma,marca_arma,nro_arma,estado_arma,observacion_arma,fecha_asignacion_arma,fecha_devolucion_arma
507,2025-05-30,Departamental Nº 1 Zona Norte (Capital),Capital,4.0,0.0,3.0,LEG0507,34571551,Martínez,Ana,1996-12-21,28.0,Oficial Inspector,2013-02-25,13.0,Activo,3854-XXXXXX,Próximo a retiro,Escopeta,IWI,ARM-00507,Fuera de servicio,Requiere revisión anual,2025-03-17,
508,2025-05-01,Departamental Nº 2 Zona Centro (Capital),Capital,5.0,1.0,9.0,LEG0508,22227666,Pérez,José,1985-08-04,40.0,Sargento Principal,2020-12-06,5.0,Activo,3854-XXXXXX,,Pistola,IWI,ARM-00508,Fuera de servicio,,2024-05-04,
509,2025-01-10,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza,4.0,1.0,1.0,LEG0509,33673209,Fernández,Laura,1981-08-01,44.0,Cabo Primero,2021-03-11,5.0,Activo,3854-XXXXXX,,Pistola,Glock,ARM-00509,Operativa,,2024-07-28,
510,2025-04-24,Departamental Nº 4 Zona Oeste (La Banda),La Banda,4.0,1.0,4.0,LEG0510,29536164,López,Luis,1998-03-22,27.0,Sargento Primero,2020-07-21,5.0,Activo,,,Pistola,IWI,ARM-00510,En mantenimiento,Requiere revisión anual,2024-11-19,2026-01-27
511,2025-06-01,Departamental Nº 9 Loreto,Loreto,4.0,2.0,4.0,LEG0511,40492438,Gómez,Luis,1975-11-20,49.0,Agente,2015-08-23,10.0,Inactivo,,,Pistola,Bersa,ARM-00511,Operativa,,2025-03-11,
512,2025-05-31,Departamental Nº 12 Quimilí,Quimilí,1.0,1.0,6.0,LEG0512,28067034,García,Lucía,1992-03-27,33.0,Sargento Principal,2014-11-07,11.0,Inactivo,,,Pistola,Bersa,ARM-00512,En mantenimiento,Desgaste en cañón,2024-07-11,
513,2025-02-03,Departamental Nº 1 Zona Norte (Capital),Capital,1.0,1.0,2.0,LEG0513,41870625,Sánchez,Juan,1995-05-22,30.0,Oficial Ayudante,2010-01-05,16.0,Activo,3854-XXXXXX,,Pistola,Bersa,ARM-00513,Operativa,,2024-04-02,
514,2024-11-01,Departamental Nº 2 Zona Centro (Capital),Capital,4.0,0.0,4.0,LEG0514,24774598,López,Sofía,1970-12-04,54.0,Sargento Primero,2017-09-25,8.0,Activo,,Próximo a retiro,Pistola,Remington,ARM-00514,Operativa,Requiere revisión anual,2024-01-18,
515,2024-10-29,Departamental Nº 12 Quimilí,Quimilí,2.0,0.0,4.0,LEG0515,41575346,Fernández,Laura,1997-08-24,28.0,Agente,2020-05-01,5.0,Activo,3855-XXXXXX,,Escopeta,Remington,ARM-00515,Operativa,,2024-03-07,
516,2024-11-23,Departamental Nº 11 Monte Quemado,Monte Quemado,1.0,1.0,9.0,LEG0516,43054175,Rodríguez,Sofía,1992-06-03,33.0,Oficial Ayudante,2023-06-22,2.0,Activo,3855-XXXXXX,,Escopeta,Bersa,ARM-00516,Operativa,,2024-08-26,
517,2025-08-08,Departamental Nº 6 Las Termas,Las Termas,9.0,2.0,6.0,LEG0517,39724708,Martínez,Juan,1982-07-15,43.0,Cabo Primero,2021-04-18,5.0,Activo,3854-XXXXXX,En licencia médica,Pistola,Glock,ARM-00517,Operativa,,2025-03-27,
518,2025-04-01,Departamental Nº 5 Zona Este (La Banda),La Banda,5.0,2.0,8.0,LEG0518,44141524,López,Lucía,1967-08-15,58.0,Oficial Sub-Inspector,2014-08-05,11.0,Activo,3855-XXXXXX,Próximo a retiro,Pistola,Bersa,ARM-00518,Operativa,,2025-02-21,
519,2025-06-03,Departamental Nº 13 Añatuya,Añatuya,4.0,1.0,8.0,LEG0519,38074543,Romero,María,1997-04-04,28.0,Sargento Principal,2011-01-02,15.0,Activo,3854-XXXXXX,Próximo a retiro,Pistola,IWI,ARM-00519,En mantenimiento,Requiere revisión anual,2024-07-05,2025-11-01
520,2025-02-06,Departamental Nº 2 Zona Centro (Capital),Capital,6.0,1.0,8.0,LEG0520,42614427,García,José,1979-11-22,45.0,Agente,2015-04-03,11.0,Activo,3855-XXXXXX,,Pistola,Bersa,ARM-00520,Operativa,,2024-06-30,
521,2025-03-16,Departamental Nº 3 Zona Sur (Capital),Capital,5.0,1.0,3.0,LEG0521,34000031,Romero,Juan,1967-01-28,58.0,Sargento Ayudante,2017-04-24,9.0,Activo,,En licencia médica,Pistola,IWI,ARM-00521,Operativa,,2024-04-14,
522,2025-02-05,Departamental Nº 3 Zona Sur (Capital),Capital,5.0,2.0,6.0,LEG0522,26584016,Sánchez,Luis,1967-01-08,58.0,Cabo,2021-03-02,5.0,Inactivo,,,Pistola,Remington,ARM-00522,Operativa,,2024-05-03,
523,2024-12-14,Departamental Nº 7 Frías,Frías,4.0,2.0,7.0,LEG0523,23795627,Martínez,Luis,1992-07-03,33.0,Agente,2021-08-10,4.0,Activo,3855-XXXXXX,En licencia médica,Escopeta,Glock,ARM-00523,Operativa,,2024-04-22,
524,2025-01-22,Departamental Nº 16 Los Flores (Capital),Capital,2.0,2.0,2.0,LEG0524,43361748,Gómez,Sofía,1990-09-12,35.0,Agente,2017-02-25,9.0,Inactivo,,,Pistola,Bersa,ARM-00524,Operativa,,2024-04-13,
525,2025-06-15,Departamental Nº 14 Pinto,Pinto,3.0,0.0,1.0,LEG0525,43305364,Martínez,Sofía,1997-04-24,28.0,Sargento,2015-05-20,10.0,Activo,3854-XXXXXX,En licencia médica,Escopeta,Remington,ARM-00525,Operativa,,2025-02-02,
526,2024-11-12,Departamental Nº 1 Zona Norte (Capital),Capital,3.0,0.0,2.0,LEG0526,42612738,Pérez,María,1971-03-10,54.0,Oficial Sub-Inspector,2012-08-08,13.0,Activo,,Próximo a retiro,Pistola,Glock,ARM-00526,Operativa,Requiere revisión anual,2023-12-02,
527,2025-10-07,Departamental Nº 15 Ojo de Agua,Ojo de Agua,8.0,2.0,6.0,LEG0527,34604035,López,Sofía,1968-04-29,57.0,Agente,2015-01-15,11.0,Activo,3855-XXXXXX,En licencia médica,Pistola,IWI,ARM-00527,Operativa,,2025-05-28,
528,2025-03-04,Departamental Nº 6 Las Termas,Las Termas,5.0,0.0,6.0,LEG0528,34547097,Fernández,Juan,1995-01-08,30.0,Agente,2023-06-02,2.0,Inactivo,,,Escopeta,Glock,ARM-00528,Operativa,,2024-07-24,
529,2025-09-02,Departamental Nº 1 Zona Norte (Capital),Capital,5.0,0.0,6.0,LEG0529,22078850,Martínez,Laura,1982-03-06,43.0,Cabo Primero,2011-02-03,15.0,Inactivo,,,Pistola,IWI,ARM-00529,Operativa,,2025-07-17,
530,2025-03-08,Departamental Nº 14 Pinto,Pinto,7.0,1.0,9.0,LEG0530,23746050,Rodríguez,Lucía,1970-02-13,55.0,Agente,2019-05-06,6.0,Activo,3854-XXXXXX,,Pistola,Remington,ARM-00530,Operativa,,2024-04-28,
531,2025-03-10,Departamental Nº 14 Pinto,Pinto,10.0,1.0,2.0,LEG0531,35096983,López,Luis,1966-09-03,59.0,Cabo Primero,2016-03-06,10.0,Activo,,,Pistola,Bersa,ARM-00531,Operativa,,2024-04-30,
532,2025-08-18,Departamental Nº 16 Los Flores (Capital),Capital,5.0,1.0,9.0,LEG0532,23735568,Rodríguez,Luis,1977-03-01,48.0,Agente,2015-11-13,10.0,Activo,3854-XXXXXX,Próximo a retiro,Fusil,IWI,ARM-00532,Operativa,,2024-12-29,
533,2025-02-19,Departamental Nº 13 Añatuya,Añatuya,5.0,0.0,8.0,LEG0533,30588041,Fernández,Lucía,1974-06-28,51.0,Oficial Principal,2022-01-21,4.0,Activo,3854-XXXXXX,,Pistola,Bersa,ARM-00533,Operativa,,2024-10-01,
534,2025-08-08,Departamental Nº 6 Las Termas,Las Termas,8.0,0.0,7.0,LEG0534,39274753,Gómez,María,1982-05-18,43.0,Cabo,2014-09-15,11.0,Activo,3854-XXXXXX,Próximo a retiro,Pistola,IWI,ARM-00534,Fuera de servicio,,2024-08-21,
535,2025-03-11,Departamental Nº 7 Frías,Frías,1.0,0.0,1.0,LEG0535,30309303,Sánchez,Juan,1987-03-17,38.0,Agente,2022-05-20,3.0,Activo,3854-XXXXXX,Próximo a retiro,Pistola,Glock,ARM-00535,Fuera de servicio,,2025-01-07,
536,2025-10-01,Departamental Nº 8 Fernández,Fernández,3.0,1.0,25.0,LEG0536,39666115,García,Lucía,1980-04-11,45.0,Oficial Principal,2021-07-30,4.0,Activo,3855-XXXXXX,,Escopeta,Bersa,ARM-00536,Operativa,,2025-07-19,
537,2025-06-20,Departamental Nº 5 Zona Este (La Banda),La Banda,4.0,0.0,6.0,LEG0537,36876290,Pérez,Luis,2001-01-05,24.0,Agente,2017-12-18,8.0,Activo,3854-XXXXXX,En licencia médica,Pistola,Remington,ARM-00537,En mantenimiento,Requiere revisión anual,2024-11-04,
538,2025-02-17,Departamental Nº 9 Loreto,Loreto,5.0,1.0,5.0,LEG0538,43597118,Fernández,Sofía,1970-03-11,55.0,Sargento,2018-07-21,7.0,Inactivo,,,Escopeta,IWI,ARM-00538,Operativa,,2024-04-23,
539,2025-09-25,Departamental Nº 15 Ojo de Agua,Ojo de Agua,4.0,,4.0,LEG0539,35049502,López,José,1978-08-25,47.0,Oficial Sub-Inspector,2022-11-07,3.0,Inactivo,,,Pistola,Remington,ARM-00539,Fuera de servicio,,2025-02-18,
540,2025-07-30,Departamental Nº 8 Fernández,Fernández,6.0,1.0,2.0,LEG0540,36599749,Pérez,Pedro,1997-02-27,28.0,Sargento Ayudante,2017-11-30,8.0,Activo,,,Pistola,IWI,ARM-00540,En mantenimiento,Desgaste en cañón,2025-05-30,
541,2025-08-12,Departamental Nº 15 Ojo de Agua,Ojo de Agua,5.0,1.0,2.0,LEG0541,41352670,Pérez,Lucía,1976-09-17,49.0,Cabo Primero,2021-12-29,4.0,Activo,3855-XXXXXX,,Escopeta,Bersa,ARM-00541,Operativa,,2024-09-01,
542,2025-09-04,Departamental Nº 4 Zona Oeste (La Banda),La Banda,3.0,0.0,1.0,LEG0542,24512781,García,Luis,1988-05-09,37.0,Agente,2021-02-17,5.0,Activo,,,Pistola,Bersa,ARM-00542,En mantenimiento,,2024-08-20,
543,2025-05-06,Departamental Nº 9 Loreto,Loreto,3.0,0.0,8.0,LEG0543,37300508,López,Laura,1979-10-17,46.0,Agente,2012-09-09,13.0,Inactivo,,,Pistola,IWI,ARM-00543,Operativa,,2024-10-26,
544,2025-07-19,Departamental Nº 13 Añatuya,Añatuya,7.0,0.0,1.0,LEG0544,21011403,Romero,Lucía,2003-07-06,22.0,Oficial Sub-Inspector,2015-06-11,10.0,Activo,3854-XXXXXX,Próximo a retiro,Pistola,IWI,ARM-00544,En mantenimiento,,2024-09-19,
545,2025-06-18,Departamental Nº 6 Las Termas,Las Termas,6.0,2.0,,LEG0545,28679322,López,Juan,1992-02-22,33.0,Cabo,2018-03-26,8.0,Inactivo,,,Pistola,Remington,ARM-00545,En mantenimiento,,2024-06-17,2024-10-09
546,2025-04-12,Departamental Nº 12 Quimilí,Quimilí,9.0,0.0,3.0,LEG0546,25317199,López,Juan,1996-11-07,28.0,Sargento Principal,2023-01-13,3.0,Inactivo,,,Fusil,Glock,ARM-00546,Operativa,,2024-04-23,
547,2025-02-28,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza,2.0,1.0,7.0,LEG0547,25499903,Díaz,José,1992-03-06,33.0,Oficial Sub-Inspector,2019-03-02,7.0,Inactivo,,,Pistola,Glock,ARM-00547,En mantenimiento,Requiere revisión anual,2024-03-07,
548,2025-04-13,Departamental Nº 1 Zona Norte (Capital),Capital,4.0,0.0,8.0,LEG0548,42459484,Fernández,María,1982-05-15,43.0,Agente,2021-10-21,4.0,Activo,,Próximo a retiro,Fusil,IWI,ARM-00548,Operativa,,2025-01-04,
549,2025-02-03,Departamental Nº 7 Frías,Frías,7.0,2.0,5.0,LEG0549,20206823,Martínez,Luis,1992-05-21,33.0,Oficial Sub-Inspector,2015-11-08,10.0,Activo,3854-XXXXXX,,Escopeta,Glock,ARM-00549,Operativa,,2024-09-21,
550,2025-04-11,Departamental Nº 1 Zona Norte (Capital),Capital,4.0,1.0,9.0,LEG0550,24902021,Díaz,Sofía,1965-08-17,60.0,Cabo,2015-03-06,11.0,Inactivo,,,Pistola,Remington,ARM-00550,Operativa,,2024-09-14,
551,2025-08-16,Departamental Nº 14 Pinto,Pinto,5.0,0.0,4.0,LEG0551,36085601,Rodríguez,Lucía,1981-01-30,44.0,Comisario,2013-08-01,12.0,Activo,,,Escopeta,IWI,ARM-00551,Operativa,,2024-10-10,
552,2025-03-30,Departamental Nº 4 Zona Oeste (La Banda),La Banda,3.0,1.0,7.0,LEG0552,24300675,Pérez,María,1972-01-23,53.0,Sargento Ayudante,2022-02-22,4.0,Activo,3855-XXXXXX,En licencia médica,Pistola,Remington,ARM-00552,Operativa,,2024-08-21,
553,2025-10-21,Departamental Nº 11 Monte Quemado,Monte Quemado,2.0,3.0,7.0,LEG0553,25647061,Rodríguez,Sofía,1986-02-02,39.0,Agente,2019-04-03,7.0,Inactivo,,,Fusil,Remington,ARM-00553,Operativa,,2025-02-05,
554,2025-09-07,Departamental Nº 15 Ojo de Agua,Ojo de Agua,4.0,3.0,1.0,LEG0554,38638807,Gómez,Carlos,1991-05-12,34.0,Suboficial Mayor,2016-06-16,9.0,Activo,3855-XXXXXX,,Escopeta,Glock,ARM-00554,Operativa,Requiere revisión anual,2025-04-05,
555,2025-04-06,Departamental Nº 14 Pinto,Pinto,5.0,0.0,8.0,LEG0555,30380943,López,José,1983-01-05,42.0,Oficial Sub-Inspector,2016-10-10,9.0,Activo,,,Pistola,Remington,ARM-00555,Fuera de servicio,,2024-05-04,
556,2025-05-23,Departamental Nº 7 Frías,Frías,7.0,1.0,9.0,LEG0556,25989520,Gómez,María,2001-05-05,24.0,Agente,2011-01-30,15.0,Activo,,,Pistola,Remington,ARM-00556,Operativa,,2024-08-14,
557,2025-02-08,Departamental Nº 5 Zona Este (La Banda),La Banda,2.0,1.0,2.0,LEG0557,39947879,García,Sofía,1992-07-07,33.0,Comisario,2012-02-14,14.0,Activo,3854-XXXXXX,,Pistola,Bersa,ARM-00557,En mantenimiento,,2024-08-07,
558,2025-04-13,Departamental Nº 8 Fernández,Fernández,10.0,0.0,2.0,LEG0558,29917886,Gómez,José,1991-01-13,34.0,Sub-Comisario,2011-07-06,14.0,Activo,3855-XXXXXX,,Pistola,IWI,ARM-00558,Operativa,,2025-01-08,
559,2025-02-13,Departamental Nº 8 Fernández,Fernández,7.0,1.0,5.0,LEG0559,20750506,López,Laura,1965-11-22,59.0,Comisario Inspector,2012-07-27,13.0,Activo,3854-XXXXXX,,Escopeta,Glock,ARM-00559,Operativa,,2024-03-02,
560,2024-11-06,Departamental Nº 4 Zona Oeste (La Banda),La Banda,8.0,3.0,6.0,LEG0560,36557909,López,Luis,1997-11-28,27.0,Sub-Comisario,2020-11-10,5.0,Activo,3854-XXXXXX,,Pistola,Bersa,ARM-00560,Operativa,Requiere revisión anual,2023-10-14,
561,2025-10-01,Departamental Nº 2 Zona Centro (Capital),Capital,2.0,1.0,5.0,LEG0561,42852982,López,Ana,1996-02-13,29.0,Oficial Sub-Inspector,2016-03-31,10.0,Activo,3855-XXXXXX,,Escopeta,Bersa,ARM-00561,Operativa,,2024-12-03,
562,2025-02-10,Departamental Nº 14 Pinto,Pinto,6.0,0.0,4.0,LEG0562,34694008,Gómez,Lucía,1966-02-19,59.0,Cabo Primero,2021-08-16,4.0,Activo,3854-XXXXXX,,Pistola,Bersa,ARM-00562,Operativa,,2024-09-11,
563,2025-07-14,Departamental Nº 8 Fernández,Fernández,5.0,1.0,9.0,LEG0563,36106720,García,Lucía,1995-08-28,30.0,Oficial Ayudante,2016-04-30,9.0,Activo,,,Escopeta,Bersa,ARM-00563,Operativa,,2024-06-18,
564,2025-08-17,Departamental Nº 9 Loreto,Loreto,1.0,0.0,6.0,LEG0564,31186286,Martínez,María,1965-10-19,60.0,Sargento Primero,2014-12-04,11.0,Activo,3855-XXXXXX,,Pistola,Glock,ARM-00564,Operativa,,2025-06-02,
565,2025-06-16,Departamental Nº 14 Pinto,Pinto,6.0,1.0,8.0,LEG0565,31892651,López,Lucía,1979-09-08,46.0,Sargento Primero,2017-03-21,9.0,Activo,3855-XXXXXX,Próximo a retiro,Pistola,Glock,ARM-00565,Operativa,,2025-02-22,
566,2025-01-23,Departamental Nº 1 Zona Norte (Capital),Capital,8.0,1.0,5.0,LEG0566,23104490,Sánchez,Sofía,1974-07-02,51.0,Oficial Ayudante,2011-07-11,14.0,Activo,,Próximo a retiro,Fusil,IWI,ARM-00566,Operativa,Desgaste en cañón,2024-10-05,
567,2025-07-04,Departamental Nº 15 Ojo de Agua,Ojo de Agua,5.0,0.0,1.0,LEG0567,41086798,Díaz,María,1975-09-30,50.0,Agente,2017-07-12,8.0,Activo,3855-XXXXXX,,Pistola,Bersa,ARM-00567,En mantenimiento,,2024-06-02,
568,2025-07-02,Departamental Nº 4 Zona Oeste (La Banda),La Banda,2.0,1.0,6.0,LEG0568,25455945,Martínez,Laura,1987-12-17,37.0,Agente,2013-08-08,12.0,Activo,,Próximo a retiro,Pistola,IWI,ARM-00568,Operativa,,2025-01-27,
569,2024-12-16,Departamental Nº 3 Zona Sur (Capital),Capital,10.0,1.0,7.0,LEG0569,28859079,García,María,1976-09-02,49.0,Agente,2015-01-15,11.0,Activo,3855-XXXXXX,Próximo a retiro,Escopeta,Remington,ARM-00569,Operativa,Desgaste en cañón,2024-08-02,
570,2025-03-24,Departamental Nº 16 Los Flores (Capital),Capital,7.0,0.0,3.0,LEG0570,42826871,Romero,Juan,1995-07-03,30.0,Sargento,2023-04-04,3.0,Activo,,Próximo a retiro,Pistola,IWI,ARM-00570,Operativa,,2024-03-13,
571,2024-11-05,Departamental Nº 11 Monte Quemado,Monte Quemado,7.0,1.0,5.0,LEG0571,22114564,Martínez,Ana,2002-10-08,23.0,Cabo Primero,2015-10-23,10.0,Inactivo,,,Pistola,Remington,ARM-00571,En mantenimiento,Desgaste en cañón,2023-11-14,
572,2024-11-16,Departamental Nº 2 Zona Centro (Capital),Capital,2.0,0.0,6.0,LEG0572,31649024,Sánchez,Luis,1972-07-15,53.0,Sargento Principal,2010-12-14,15.0,Activo,,,Pistola,Bersa,ARM-00572,En mantenimiento,,2024-09-24,
573,2025-05-18,Departamental Nº 11 Monte Quemado,Monte Quemado,3.0,2.0,6.0,LEG0573,22728627,Gómez,Carlos,1971-04-23,54.0,Sargento,2011-06-27,14.0,Activo,3854-XXXXXX,,Escopeta,IWI,ARM-00573,Operativa,,2024-05-23,
574,2025-10-10,Departamental Nº 2 Zona Centro (Capital),Capital,4.0,1.0,5.0,LEG0574,26112445,Fernández,Carlos,2000-11-29,24.0,Sargento Principal,2019-09-16,6.0,Activo,3855-XXXXXX,En licencia médica,Pistola,Glock,ARM-00574,Operativa,Desgaste en cañón,2025-04-02,
575,2025-09-06,Departamental Nº 12 Quimilí,Quimilí,10.0,0.0,2.0,LEG0575,33624049,Gómez,Laura,1988-09-29,37.0,Agente,2022-10-17,3.0,Activo,3854-XXXXXX,,Escopeta,IWI,ARM-00575,Operativa,,2025-04-23,
576,2025-08-23,Departamental Nº 12 Quimilí,Quimilí,2.0,1.0,1.0,LEG0576,25727288,Rodríguez,Pedro,1987-07-02,38.0,Sargento Ayudante,2011-12-02,14.0,Activo,3854-XXXXXX,,Pistola,Glock,ARM-00576,En mantenimiento,Desgaste en cañón,2025-07-15,
577,2025-07-29,Departamental Nº 7 Frías,Frías,3.0,2.0,8.0,LEG0577,29726853,Rodríguez,Ana,1965-03-12,60.0,Agente,2023-02-19,3.0,Activo,,,Pistola,Remington,ARM-00577,Operativa,,2025-06-14,
578,2025-04-30,Departamental Nº 4 Zona Oeste (La Banda),La Banda,4.0,0.0,1.0,LEG0578,36967917,López,José,1990-09-02,35.0,Oficial Ayudante,2013-06-19,,Activo,3855-XXXXXX,,Pistola,IWI,ARM-00578,Operativa,Desgaste en cañón,2024-09-15,
579,2025-07-30,Departamental Nº 9 Loreto,Loreto,5.0,1.0,6.0,LEG0579,23301777,Gómez,Laura,1997-04-08,28.0,Cabo Primero,2011-06-18,14.0,Activo,3854-XXXXXX,En licencia médica,Pistola,Glock,ARM-00579,En mantenimiento,Desgaste en cañón,2025-04-26,2026-10-18
580,2025-04-18,Departamental Nº 2 Zona Centro (Capital),Capital,,1.0,7.0,LEG0580,29809153,García,Luis,1993-07-13,32.0,Agente,2016-06-30,9.0,Activo,3854-XXXXXX,,Pistola,IWI,ARM-00580,Operativa,,2024-06-13,
581,2025-06-08,Departamental Nº 14 Pinto,Pinto,6.0,2.0,4.0,LEG0581,37160310,Rodríguez,Luis,1974-05-19,51.0,Cabo,2017-10-17,8.0,Inactivo,,,Pistola,Bersa,ARM-00581,Operativa,,2024-10-03,
582,2025-05-05,Departamental Nº 15 Ojo de Agua,Ojo de Agua,5.0,1.0,5.0,LEG0582,37211102,Fernández,Luis,1980-06-17,45.0,Sargento,2012-09-10,13.0,Activo,3855-XXXXXX,En licencia médica,Pistola,Glock,ARM-00582,Operativa,,2024-09-29,
583,2025-10-14,Departamental Nº 11 Monte Quemado,Monte Quemado,8.0,1.0,9.0,LEG0583,36032031,Díaz,Sofía,1997-08-21,28.0,Cabo,2012-07-03,13.0,Activo,,Próximo a retiro,Escopeta,Glock,ARM-00583,Operativa,Desgaste en cañón,2025-05-01,
584,2025-04-11,Departamental Nº 8 Fernández,Fernández,6.0,1.0,2.0,LEG0584,23989551,Martínez,Sofía,1998-07-12,27.0,Sargento Primero,2021-02-21,5.0,Activo,3855-XXXXXX,,Escopeta,Remington,ARM-00584,Operativa,,2025-03-09,
585,2025-07-20,Departamental Nº 4 Zona Oeste (La Banda),La Banda,4.0,0.0,1.0,LEG0585,31021299,Rodríguez,Luis,1976-03-05,49.0,Oficial Sub-Inspector,2019-08-22,6.0,Activo,3854-XXXXXX,,Pistola,Glock,ARM-00585,Operativa,,2024-09-29,
586,2025-08-13,Departamental Nº 6 Las Termas,Las Termas,4.0,0.0,4.0,LEG0586,33184215,Martínez,José,1968-03-31,57.0,Oficial Ayudante,2021-10-28,4.0,Activo,3854-XXXXXX,Próximo a retiro,Pistola,IWI,ARM-00586,Operativa,,2025-04-10,
587,2024-12-09,Departamental Nº 8 Fernández,Fernández,2.0,0.0,4.0,LEG0587,20721673,Fernández,Ana,1974-06-14,51.0,Agente,2017-08-14,8.0,Activo,,Próximo a retiro,Escopeta,Bersa,ARM-00587,Operativa,Desgaste en cañón,2024-06-13,
588,2024-11-22,Departamental Nº 15 Ojo de Agua,Ojo de Agua,2.0,0.0,2.0,LEG0588,29544439,Sánchez,José,1993-09-28,32.0,Agente,2014-09-30,11.0,Activo,3855-XXXXXX,Próximo a retiro,Pistola,Bersa,ARM-00588,Fuera de servicio,Desgaste en cañón,2024-08-14,
589,2025-06-24,Departamental Nº 6 Las Termas,Las Termas,7.0,0.0,4.0,LEG0589,37835378,López,Pedro,1997-09-04,28.0,Agente,2010-08-08,15.0,Activo,,,Pistola,Remington,ARM-00589,Operativa,,2024-09-14,
590,2024-12-27,Departamental Nº 16 Los Flores (Capital),Capital,4.0,0.0,3.0,LEG0590,43976984,Díaz,José,1975-11-26,49.0,Oficial Inspector,2010-07-23,15.0,Inactivo,,,Escopeta,Remington,ARM-00590,Operativa,,2024-08-03,
591,2025-04-05,Departamental Nº 8 Fernández,Fernández,4.0,0.0,8.0,LEG0591,44201114,Sánchez,Luis,1984-04-21,41.0,Sargento Primero,2016-04-01,10.0,Activo,3854-XXXXXX,,Pistola,Remington,ARM-00591,En mantenimiento,,2024-10-13,
592,2024-11-24,Departamental Nº 15 Ojo de Agua,Ojo de Agua,11.0,1.0,4.0,LEG0592,24033587,Pérez,Luis,1980-12-01,44.0,Cabo,2011-06-08,14.0,Activo,3855-XXXXXX,,Escopeta,Glock,ARM-00592,Operativa,,2024-04-22,
593,2025-02-21,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza,7.0,2.0,3.0,LEG0593,35348529,Gómez,María,1990-12-23,34.0,Sub-Comisario,2011-08-18,14.0,Activo,3854-XXXXXX,,Fusil,Bersa,ARM-00593,Operativa,,2024-05-05,
594,2025-04-09,Departamental Nº 4 Zona Oeste (La Banda),La Banda,4.0,2.0,7.0,LEG0594,40391989,García,José,1981-10-07,44.0,Cabo,2021-06-29,4.0,Activo,3855-XXXXXX,Próximo a retiro,Pistola,Glock,ARM-00594,Fuera de servicio,,2024-09-03,2025-09-29
595,2025-10-19,Departamental Nº 11 Monte Quemado,Monte Quemado,6.0,0.0,4.0,LEG0595,23921046,López,María,1999-04-19,26.0,Sargento Ayudante,2012-08-16,13.0,Activo,3855-XXXXXX,Próximo a retiro,Fusil,Bersa,ARM-00595,Operativa,,2024-11-01,
596,2025-09-06,Departamental Nº 15 Ojo de Agua,Ojo de Agua,9.0,1.0,1.0,LEG0596,33483397,García,Luis,2002-07-16,23.0,Sargento Ayudante,2011-07-29,14.0,Activo,3855-XXXXXX,,Pistola,IWI,ARM-00596,Operativa,,2025-06-08,
597,2025-07-01,Departamental Nº 8 Fernández,Fernández,6.0,0.0,5.0,LEG0597,29159153,Fernández,Sofía,2004-04-01,21.0,Oficial Ayudante,2022-04-24,4.0,Activo,,,Pistola,Glock,ARM-00597,Fuera de servicio,Requiere revisión anual,2024-09-02,2025-06-30
598,2025-08-05,Departamental Nº 11 Monte Quemado,Monte Quemado,7.0,0.0,5.0,LEG0598,30139272,Martínez,José,1968-10-24,57.0,Oficial Inspector,2015-12-08,10.0,Activo,3854-XXXXXX,Próximo a retiro,Pistola,Remington,ARM-00598,Operativa,,2024-12-19,
599,2025-10-15,Departamental Nº 9 Loreto,Loreto,4.0,1.0,6.0,LEG0599,36605227,Fernández,Carlos,1999-12-02,25.0,Agente,2022-06-12,3.0,Activo,,,Pistola,Glock,ARM-00599,Operativa,,2025-03-26,
600,2024-11-17,Departamental Nº 8 Fernández,Fernández,2.0,0.0,9.0,LEG0600,24762347,Díaz,Carlos,1993-07-23,32.0,Sargento,2014-04-29,11.0,Activo,,Próximo a retiro,Pistola,Remington,ARM-00600,Operativa,Desgaste en cañón,2024-06-18,
601,2025-02-26,Departamental Nº 11 Monte Quemado,Monte Quemado,3.0,1.0,5.0,LEG0601,35260673,Martínez,Luis,1965-10-24,60.0,Cabo Primero,2022-04-27,3.0,Activo,,En licencia médica,Pistola,Bersa,ARM-00601,En mantenimiento,Desgaste en cañón,2024-10-09,
602,2025-05-05,Departamental Nº 16 Los Flores (Capital),Capital,2.0,0.0,2.0,LEG0602,20904600,García,Luis,1986-10-15,39.0,Oficial Principal,2016-03-12,10.0,Activo,3855-XXXXXX,Próximo a retiro,Pistola,Glock,ARM-00602,Operativa,,2024-10-25,
603,2025-02-10,Departamental Nº 2 Zona Centro (Capital),Capital,1.0,3.0,9.0,LEG0603,22602562,Fernández,Laura,1966-04-15,59.0,Cabo,2023-04-12,3.0,Activo,3854-XXXXXX,,Escopeta,Remington,ARM-00603,Operativa,,2024-09-22,
604,2025-09-23,Departamental Nº 5 Zona Este (La Banda),La Banda,3.0,1.0,7.0,LEG0604,22664639,Rodríguez,Lucía,1983-09-03,42.0,Oficial Ayudante,2022-04-27,3.0,Activo,3854-XXXXXX,En licencia médica,Pistola,Glock,ARM-00604,Operativa,,2025-05-31,
